년도,월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,노선,국가,공항,도착_출발,정기_부정기,여객_화물,운항(편),유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2026년,01월,KAL,KE,대한항공,국제,동남아,태국,HKT,도착,정기,여객,31 ,5662 ,25 ,1983 ,4279 ,0 ,0 ,122695 
2026년,01월,KAL,KE,대한항공,국제,동남아,태국,HKT,출발,정기,여객,31 ,5993 ,16 ,1123 ,105576 ,464 ,0 ,100624 
2026년,01월,KAL,KE,대한항공,국제,동남아,필리핀,CEB,도착,정기,여객,31 ,4801 ,63 ,3206 ,114440 ,24042 ,0 ,147233 
2026년,01월,KAL,KE,대한항공,국제,동남아,필리핀,CEB,출발,정기,여객,31 ,5944 ,67 ,3017 ,31189 ,339247 ,0 ,182379 
2026년,01월,KAL,KE,대한항공,국제,동남아,필리핀,MNL,도착,정기,여객,124 ,7475 ,28 ,17865 ,293525 ,324535 ,0 ,673505 
2026년,01월,KAL,KE,대한항공,국제,동남아,필리핀,MNL,출발,정기,화물,0 ,0 ,0 ,0 ,45052 ,124557 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,동남아,필리핀,MNL,출발,정기,여객,124 ,9011 ,120 ,18940 ,256975 ,296008 ,6399 ,826489 
2026년,01월,KAL,KE,대한항공,국제,미주,멕시코,GDL,도착,정기,화물,13 ,0 ,0 ,0 ,153317 ,401507 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,멕시코,GDL,출발,정기,화물,13 ,0 ,0 ,0 ,2188 ,270531 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ANC,도착,정기,화물,0 ,0 ,0 ,0 ,43 ,0 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ANC,출발,정기,화물,0 ,0 ,0 ,0 ,11418 ,56161 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ATL,도착,정기,화물,9 ,0 ,0 ,0 ,172314 ,262173 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ATL,도착,정기,여객,30 ,4334 ,28 ,2862 ,5 ,12532 ,0 ,218648 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ATL,출발,정기,화물,9 ,0 ,0 ,0 ,355149 ,243405 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ATL,출발,정기,여객,30 ,5201 ,27 ,2646 ,25112 ,315675 ,0 ,238246 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,BOS,도착,정기,여객,29 ,1927 ,15 ,4678 ,54282 ,10278 ,0 ,188024 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,BOS,출발,정기,여객,29 ,4118 ,33 ,3291 ,37996 ,230575 ,0 ,221258 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,DFW,도착,정기,여객,29 ,3314 ,23 ,3622 ,6925 ,14873 ,0 ,193665 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,DFW,출발,정기,화물,0 ,0 ,0 ,0 ,396952 ,996873 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,DFW,출발,정기,여객,29 ,4468 ,35 ,3262 ,13502 ,212484 ,0 ,222956 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,IAD,도착,정기,여객,30 ,2969 ,21 ,4113 ,35662 ,67768 ,0 ,211042 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,IAD,출발,정기,여객,30 ,4256 ,29 ,3383 ,31653 ,276926 ,0 ,234095 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,JFK,도착,정기,화물,36 ,0 ,0 ,0 ,819076 ,350405 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,JFK,도착,정기,여객,60 ,10382 ,48 ,7635 ,94193 ,70738 ,145 ,476816 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,JFK,출발,정기,화물,37 ,0 ,0 ,0 ,336756 ,952449 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,JFK,출발,정기,여객,60 ,12337 ,84 ,6973 ,127910 ,346282 ,58837 ,555142 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAS,도착,정기,여객,31 ,3903 ,11 ,3761 ,0 ,0 ,0 ,198690 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAS,도착,부정기,여객,2 ,546 ,0 ,0 ,0 ,0 ,0 ,8026 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAS,출발,정기,여객,31 ,4465 ,13 ,3718 ,3604 ,383658 ,0 ,180969 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAS,출발,부정기,여객,2 ,548 ,0 ,0 ,0 ,0 ,0 ,5965 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAX,도착,정기,화물,56 ,0 ,0 ,0 ,987196 ,446637 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAX,도착,정기,여객,62 ,12908 ,60 ,7786 ,200025 ,72552 ,839 ,516015 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAX,도착,부정기,화물,3 ,0 ,0 ,0 ,64582 ,7721 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAX,출발,정기,화물,56 ,0 ,0 ,0 ,2098811 ,3636947 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAX,출발,정기,여객,62 ,14320 ,82 ,7173 ,46810 ,423172 ,30791 ,532197 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LAX,출발,부정기,화물,3 ,0 ,0 ,0 ,134366 ,172186 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,LCK,도착,정기,화물,0 ,0 ,0 ,0 ,148000 ,0 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,MIA,출발,정기,화물,0 ,0 ,0 ,0 ,15448 ,726118 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ORD,도착,정기,화물,37 ,0 ,0 ,0 ,186877 ,126951 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ORD,도착,정기,여객,31 ,2783 ,23 ,4525 ,37264 ,81188 ,1072 ,209259 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ORD,출발,정기,화물,37 ,0 ,0 ,0 ,1168191 ,3305220 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,ORD,출발,정기,여객,31 ,4816 ,36 ,3445 ,97770 ,390701 ,15759 ,236636 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,SEA,도착,정기,화물,18 ,0 ,0 ,0 ,515287 ,348640 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,SEA,도착,정기,여객,31 ,3624 ,30 ,4382 ,6897 ,70958 ,0 ,186632 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,SEA,출발,정기,화물,18 ,0 ,0 ,0 ,35926 ,64888 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,SEA,출발,정기,여객,31 ,4477 ,41 ,4314 ,8670 ,237779 ,0 ,214776 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,SFO,도착,정기,화물,0 ,0 ,0 ,0 ,183746 ,180292 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,SFO,도착,정기,여객,31 ,4617 ,16 ,2739 ,22849 ,5884 ,0 ,169687 
2026년,01월,KAL,KE,대한항공,국제,미주,미국,SFO,출발,정기,여객,31 ,5732 ,32 ,2898 ,65274 ,233131 ,0 ,207549 
2026년,01월,KAL,KE,대한항공,국제,미주,브라질,VCP,도착,정기,화물,8 ,0 ,0 ,0 ,2778 ,12321 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,브라질,VCP,출발,정기,화물,9 ,0 ,0 ,0 ,18850 ,232287 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,칠레,SCL,도착,정기,화물,0 ,0 ,0 ,0 ,27261 ,126332 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YEG,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YHZ,도착,정기,화물,0 ,0 ,0 ,0 ,119947 ,325494 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YVR,도착,정기,화물,0 ,0 ,0 ,0 ,20949 ,8086 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YVR,도착,정기,여객,48 ,4476 ,37 ,8559 ,30786 ,54078 ,0 ,376852 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YVR,출발,정기,여객,49 ,6109 ,91 ,7344 ,9336 ,436755 ,29577 ,421790 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YYZ,도착,정기,화물,12 ,0 ,0 ,0 ,200152 ,139715 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YYZ,도착,정기,여객,31 ,3310 ,28 ,5025 ,36920 ,12727 ,0 ,250948 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YYZ,출발,정기,화물,13 ,0 ,0 ,0 ,14860 ,988987 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,미주,캐나다,YYZ,출발,정기,여객,31 ,4168 ,52 ,4335 ,32935 ,399087 ,28427 ,273650 
2026년,01월,KAL,KE,대한항공,국제,미주,페루,LIM,도착,정기,화물,0 ,0 ,0 ,0 ,132831 ,200665 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,대양주,뉴질랜드,AKL,도착,정기,여객,31 ,6452 ,31 ,812 ,52759 ,355633 ,0 ,141259 
2026년,01월,KAL,KE,대한항공,국제,대양주,뉴질랜드,AKL,출발,정기,여객,31 ,7566 ,33 ,670 ,15758 ,103901 ,15663 ,183928 
2026년,01월,KAL,KE,대한항공,국제,대양주,호주,BNE,도착,정기,여객,18 ,3584 ,26 ,429 ,40057 ,3082 ,0 ,76141 
2026년,01월,KAL,KE,대한항공,국제,대양주,호주,BNE,출발,정기,여객,18 ,3984 ,27 ,495 ,31098 ,69054 ,11867 ,93442 
2026년,01월,KAL,KE,대한항공,국제,대양주,호주,SYD,도착,정기,여객,31 ,7822 ,30 ,744 ,76438 ,2076 ,0 ,160542 
2026년,01월,KAL,KE,대한항공,국제,대양주,호주,SYD,출발,정기,여객,31 ,8937 ,51 ,561 ,104009 ,121446 ,25668 ,178993 
2026년,01월,KAL,KE,대한항공,국제,대양주,괌,GUM,도착,정기,여객,62 ,16508 ,287 ,1703 ,20168 ,1611 ,0 ,248040 
2026년,01월,KAL,KE,대한항공,국제,대양주,괌,GUM,도착,부정기,여객,2 ,352 ,9 ,95 ,0 ,0 ,0 ,5930 
2026년,01월,KAL,KE,대한항공,국제,대양주,괌,GUM,출발,정기,여객,62 ,17094 ,270 ,1447 ,92700 ,58728 ,0 ,240196 
2026년,01월,KAL,KE,대한항공,국제,대양주,하와이,HNL,도착,정기,여객,31 ,7562 ,44 ,1549 ,32164 ,27186 ,0 ,191072 
2026년,01월,KAL,KE,대한항공,국제,대양주,하와이,HNL,도착,부정기,여객,1 ,293 ,3 ,68 ,0 ,0 ,0 ,6664 
2026년,01월,KAL,KE,대한항공,국제,대양주,하와이,HNL,출발,정기,여객,31 ,8118 ,36 ,1207 ,5951 ,357204 ,1216 ,176333 
2026년,01월,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,도착,정기,화물,14 ,0 ,0 ,0 ,561234 ,201191 ,3770 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,도착,정기,여객,17 ,2943 ,14 ,481 ,56003 ,65677 ,11235 ,69669 
2026년,01월,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,출발,정기,화물,13 ,0 ,0 ,0 ,316971 ,715757 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,출발,정기,여객,18 ,4357 ,29 ,622 ,7182 ,64013 ,0 ,106952 
2026년,01월,KAL,KE,대한항공,국제,유럽,노르웨이,OSL,도착,정기,화물,7 ,0 ,0 ,0 ,465391 ,103862 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,노르웨이,OSL,출발,정기,화물,7 ,0 ,0 ,0 ,22358 ,21076 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,독일,FRA,도착,정기,화물,14 ,0 ,0 ,0 ,692188 ,208509 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,독일,FRA,도착,정기,여객,14 ,3083 ,13 ,188 ,96302 ,29362 ,0 ,70782 
2026년,01월,KAL,KE,대한항공,국제,유럽,독일,FRA,출발,정기,화물,14 ,0 ,0 ,0 ,418241 ,771229 ,6582 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,독일,FRA,출발,정기,여객,13 ,2918 ,16 ,320 ,67202 ,107369 ,10436 ,77645 
2026년,01월,KAL,KE,대한항공,국제,유럽,스위스,ZRH,도착,정기,화물,3 ,0 ,0 ,0 ,133844 ,41677 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,스위스,ZRH,출발,정기,화물,3 ,0 ,0 ,0 ,16323 ,38923 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,스페인,MAD,도착,정기,화물,9 ,0 ,0 ,0 ,305219 ,483947 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,스페인,MAD,도착,정기,여객,18 ,4711 ,7 ,80 ,113303 ,53349 ,0 ,93146 
2026년,01월,KAL,KE,대한항공,국제,유럽,스페인,MAD,출발,정기,화물,9 ,0 ,0 ,0 ,1674 ,690987 ,540 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,스페인,MAD,출발,정기,여객,18 ,4878 ,4 ,329 ,4257 ,38774 ,3651 ,91869 
2026년,01월,KAL,KE,대한항공,국제,유럽,영국,LHR,도착,정기,화물,12 ,0 ,0 ,0 ,219901 ,50899 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,영국,LHR,도착,정기,여객,31 ,5608 ,18 ,362 ,132851 ,37573 ,13387 ,124813 
2026년,01월,KAL,KE,대한항공,국제,유럽,영국,LHR,출발,정기,화물,13 ,0 ,0 ,0 ,244607 ,411998 ,4664 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,영국,LHR,출발,정기,여객,31 ,7057 ,19 ,968 ,137680 ,176365 ,38067 ,179386 
2026년,01월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,도착,정기,여객,14 ,2910 ,7 ,260 ,82235 ,21231 ,0 ,65242 
2026년,01월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,정기,화물,0 ,0 ,0 ,0 ,570234 ,562291 ,495 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,정기,여객,13 ,2793 ,5 ,482 ,44007 ,73392 ,2476 ,73149 
2026년,01월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,부정기,화물,0 ,0 ,0 ,0 ,45661 ,4427 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,이탈리아,FCO,도착,정기,여객,13 ,3612 ,5 ,126 ,34716 ,28035 ,0 ,74438 
2026년,01월,KAL,KE,대한항공,국제,유럽,이탈리아,FCO,출발,정기,여객,13 ,3511 ,3 ,294 ,61467 ,15619 ,0 ,66263 
2026년,01월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,정기,화물,4 ,0 ,0 ,0 ,269351 ,25527 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,정기,여객,18 ,3980 ,7 ,177 ,129415 ,32750 ,0 ,85073 
2026년,01월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,부정기,화물,9 ,0 ,0 ,0 ,358829 ,113037 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,정기,화물,4 ,0 ,0 ,0 ,17128 ,114618 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,정기,여객,17 ,3943 ,7 ,612 ,12042 ,239561 ,1607 ,94489 
2026년,01월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,부정기,화물,9 ,0 ,0 ,0 ,0 ,2536 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,체코,PRG,도착,정기,여객,14 ,3027 ,8 ,273 ,65658 ,80045 ,0 ,66021 
2026년,01월,KAL,KE,대한항공,국제,유럽,체코,PRG,출발,정기,여객,13 ,2738 ,8 ,643 ,52838 ,32662 ,0 ,68257 
2026년,01월,KAL,KE,대한항공,국제,유럽,포르투갈,LIS,도착,정기,여객,14 ,3434 ,4 ,41 ,63497 ,23566 ,0 ,68870 
2026년,01월,KAL,KE,대한항공,국제,유럽,포르투갈,LIS,출발,정기,여객,13 ,3390 ,2 ,48 ,1365 ,360 ,0 ,60312 
2026년,01월,KAL,KE,대한항공,국제,유럽,프랑스,CDG,도착,정기,화물,0 ,0 ,0 ,0 ,287510 ,95785 ,0 ,0 
2026년,01월,KAL,KE,대한항공,국제,유럽,프랑스,CDG,도착,정기,여객,27 ,5817 ,19 ,484 ,364160 ,32528 ,0 ,140152 
2026년,01월,KAL,KE,대한항공,국제,유럽,프랑스,CDG,출발,정기,여객,27 ,6635 ,12 ,325 ,53006 ,317504 ,14411 ,149584 
2026년,01월,KAL,KE,대한항공,국제,유럽,헝가리,BUD,도착,정기,여객,13 ,2927 ,4 ,118 ,61508 ,726 ,0 ,62241 
2026년,01월,KAL,KE,대한항공,국제,유럽,헝가리,BUD,출발,정기,여객,14 ,3229 ,2 ,413 ,16832 ,115199 ,2133 ,88376 
2026년,01월,KAL,KE,대한항공,국제,유럽,튀르키예,IST,도착,정기,여객,14 ,3970 ,3 ,230 ,165051 ,10809 ,0 ,76365 
2026년,01월,KAL,KE,대한항공,국제,유럽,튀르키예,IST,출발,정기,여객,13 ,3696 ,1 ,233 ,64706 ,38967 ,1302 ,69149 
2026년,01월,KAL,KE,대한항공,국제,중동,아랍에미리트,DXB,도착,정기,여객,31 ,8080 ,10 ,346 ,30032 ,14879 ,0 ,147596 
2026년,01월,KAL,KE,대한항공,국제,중동,아랍에미리트,DXB,출발,정기,여객,31 ,8649 ,11 ,211 ,162201 ,47006 ,10961 ,148930 
2026년,01월,KAL,KE,대한항공,국제,기타,네팔,KTM,도착,정기,여객,8 ,940 ,16 ,821 ,5930 ,7737 ,0 ,46668 
2026년,01월,KAL,KE,대한항공,국제,기타,네팔,KTM,출발,정기,여객,9 ,1591 ,30 ,516 ,1696 ,85950 ,0 ,60613 
2026년,01월,KAL,KE,대한항공,국제,기타,이집트,CAI,도착,부정기,여객,2 ,571 ,0 ,0 ,0 ,0 ,0 ,9764 
2026년,01월,KAL,KE,대한항공,국제,기타,이집트,CAI,출발,부정기,여객,3 ,854 ,0 ,0 ,0 ,0 ,0 ,14715 
2026년,01월,KAL,KE,대한항공,국제,기타,인도,DEL,도착,정기,여객,23 ,3472 ,10 ,1136 ,71865 ,35968 ,0 ,92786 
2026년,01월,KAL,KE,대한항공,국제,기타,인도,DEL,출발,정기,여객,22 ,4397 ,20 ,924 ,16085 ,145458 ,0 ,121009 
2026년,01월,KAL,KE,대한항공,국제,기타,인도,DEL,출발,부정기,화물,0 ,0 ,0 ,0 ,107880 ,56101 ,0 ,0 
2026년,01월,KLM,KL,KLM네덜란드항공,국제,유럽,네덜란드,AMS,도착,정기,여객,22 ,4139 ,26 ,505 ,230414 ,0 ,0 ,86939 
2026년,01월,KLM,KL,KLM네덜란드항공,국제,유럽,네덜란드,AMS,출발,정기,여객,22 ,5320 ,20 ,481 ,262492 ,0 ,9410 ,125265 
2026년,01월,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,ALA,도착,정기,여객,31 ,3743 ,33 ,330 ,5867 ,0 ,991 ,73139 
2026년,01월,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,ALA,출발,정기,여객,31 ,4173 ,36 ,361 ,90222 ,0 ,3611 ,101623 
2026년,01월,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,NQZ,도착,정기,여객,8 ,678 ,3 ,152 ,34 ,0 ,82 ,12532 
2026년,01월,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,NQZ,출발,정기,여객,8 ,760 ,3 ,161 ,192 ,0 ,0 ,20501 
2026년,01월,LAO,QV,라오 항공,국제,동남아,라오스,VTE,도착,정기,여객,31 ,2806 ,3 ,132 ,39570 ,0 ,81 ,45062 
2026년,01월,LAO,QV,라오 항공,국제,동남아,라오스,VTE,출발,정기,여객,31 ,2887 ,3 ,55 ,20238 ,0 ,2585 ,48803 
2026년,01월,LHA,GI,롱하오 항공,국제,중국,중국,WEH,도착,정기,화물,30 ,0 ,0 ,0 ,453189 ,0 ,0 ,0 
2026년,01월,LHA,GI,롱하오 항공,국제,중국,중국,WEH,출발,정기,화물,30 ,0 ,0 ,0 ,351337 ,0 ,0 ,0 
2026년,01월,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WAW,도착,정기,여객,16 ,2356 ,5 ,55 ,111992 ,0 ,3885 ,44070 
2026년,01월,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WAW,출발,정기,여객,17 ,3815 ,4 ,115 ,121074 ,0 ,16216 ,80012 
2026년,01월,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WRO,도착,정기,여객,5 ,960 ,1 ,23 ,9786 ,0 ,0 ,19545 
2026년,01월,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WRO,출발,정기,여객,5 ,1011 ,8 ,7 ,31103 ,0 ,0 ,25796 
2026년,01월,MAA,M7,MAS AIR,국제,중국,중국,HGH,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,MAA,M7,MAS AIR,국제,중국,중국,WUX,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,MAA,M7,MAS AIR,국제,미주,멕시코,NLU,도착,정기,화물,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,MAA,M7,MAS AIR,국제,미주,멕시코,NLU,출발,정기,화물,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,MAA,M7,MAS AIR,국제,미주,미국,ANC,출발,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,MAA,M7,MAS AIR,국제,미주,미국,LAX,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,MAS,MH,말레이시아항공,국제,동남아,말레이시아,KUL,도착,정기,여객,53 ,10809 ,60 ,30 ,442726 ,0 ,1573 ,178016 
2026년,01월,MAS,MH,말레이시아항공,국제,동남아,말레이시아,KUL,출발,정기,여객,54 ,14669 ,73 ,134 ,629304 ,0 ,11899 ,279982 
2026년,01월,MFX,C6,센트럼 항공 / MY FREIGHTER,국제,유럽,우즈베키스탄,TAS,도착,정기,여객,9 ,1222 ,16 ,8 ,239 ,0 ,132 ,20775 
2026년,01월,MFX,C6,센트럼 항공 / MY FREIGHTER,국제,유럽,우즈베키스탄,TAS,출발,정기,여객,9 ,1258 ,23 ,15 ,446 ,0 ,881 ,23722 
2026년,01월,MGL,OM,몽골항공,국제,동북아,몽골,UBN,도착,정기,여객,60 ,7410 ,76 ,689 ,13976 ,0 ,1223 ,130485 
2026년,01월,MGL,OM,몽골항공,국제,동북아,몽골,UBN,도착,부정기,화물,4 ,0 ,0 ,0 ,9400 ,62 ,0 ,0 
2026년,01월,MGL,OM,몽골항공,국제,동북아,몽골,UBN,도착,부정기,여객,5 ,373 ,3 ,4 ,0 ,0 ,0 ,5890 
2026년,01월,MGL,OM,몽골항공,국제,동북아,몽골,UBN,출발,정기,여객,60 ,8042 ,80 ,2144 ,62467 ,0 ,839 ,203408 
2026년,01월,MGL,OM,몽골항공,국제,동북아,몽골,UBN,출발,부정기,화물,4 ,0 ,0 ,0 ,75758 ,0 ,0 ,0 
2026년,01월,MGL,OM,몽골항공,국제,동북아,몽골,UBN,출발,부정기,여객,5 ,790 ,10 ,29 ,812 ,0 ,0 ,16445 
2026년,01월,MMA,8M,미얀마 국제항공,국제,동남아,미얀마,RGN,도착,정기,여객,18 ,1787 ,7 ,3 ,3749 ,0 ,0 ,38221 
2026년,01월,MMA,8M,미얀마 국제항공,국제,동남아,미얀마,RGN,도착,부정기,여객,2 ,89 ,0 ,0 ,340 ,0 ,0 ,1798 
2026년,01월,MMA,8M,미얀마 국제항공,국제,동남아,미얀마,RGN,출발,정기,여객,18 ,1820 ,7 ,16 ,3099 ,0 ,0 ,51654 
2026년,01월,MMA,8M,미얀마 국제항공,국제,동남아,미얀마,RGN,출발,부정기,여객,2 ,219 ,1 ,5 ,242 ,0 ,0 ,7418 
2026년,01월,MMA,8M,미얀마 국제항공,국제,동남아,베트남,HAN,출발,정기,여객,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,MMA,8M,미얀마 국제항공,국제,동남아,베트남,HAN,출발,부정기,여객,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,MNG,M0,에어로몽골리아,국제,동북아,몽골,UBN,도착,정기,여객,23 ,2251 ,13 ,4 ,0 ,0 ,0 ,38324 
2026년,01월,MNG,M0,에어로몽골리아,국제,동북아,몽골,UBN,출발,정기,여객,23 ,2976 ,36 ,22 ,3 ,0 ,0 ,65313 
2026년,01월,MXD,OD,바틱에어,국제,동남아,말레이시아,BKI,도착,정기,여객,14 ,1937 ,9 ,0 ,0 ,0 ,0 ,22013 
2026년,01월,MXD,OD,바틱에어,국제,동남아,말레이시아,BKI,출발,정기,여객,14 ,1981 ,9 ,6 ,0 ,0 ,0 ,22644 
2026년,01월,MXD,OD,바틱에어,국제,동남아,말레이시아,KUL,도착,정기,여객,31 ,4157 ,25 ,1 ,1307 ,0 ,0 ,50858 
2026년,01월,MXD,OD,바틱에어,국제,동남아,말레이시아,KUL,출발,정기,여객,31 ,5089 ,16 ,7 ,26189 ,0 ,0 ,71484 
2026년,01월,PAC,PO,폴라에어카고,국제,중국,중국,PVG,출발,정기,화물,0 ,0 ,0 ,0 ,319487 ,124476 ,0 ,0 
2026년,01월,PAC,PO,폴라에어카고,국제,미주,미국,ANC,도착,정기,화물,0 ,0 ,0 ,0 ,311267 ,745 ,0 ,0 
2026년,01월,PAC,PO,폴라에어카고,국제,미주,미국,ANC,출발,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,PAC,PO,폴라에어카고,국제,미주,미국,CVG,도착,정기,화물,22 ,0 ,0 ,0 ,118433 ,0 ,0 ,0 
2026년,01월,PAC,PO,폴라에어카고,국제,미주,미국,CVG,출발,정기,화물,22 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,PAL,PR,필리핀항공,국제,동남아,필리핀,CEB,도착,정기,여객,30 ,3559 ,27 ,58 ,5021 ,0 ,0 ,47208 
2026년,01월,PAL,PR,필리핀항공,국제,동남아,필리핀,CEB,출발,정기,여객,30 ,4050 ,24 ,85 ,9912 ,0 ,0 ,58049 
2026년,01월,PAL,PR,필리핀항공,국제,동남아,필리핀,KLO,도착,정기,여객,28 ,4158 ,9 ,4 ,0 ,0 ,0 ,48284 
2026년,01월,PAL,PR,필리핀항공,국제,동남아,필리핀,KLO,출발,정기,여객,28 ,4816 ,10 ,4 ,0 ,0 ,0 ,52903 
