년도,월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,노선,국가,공항,도착_출발,정기_부정기,여객_화물,운항(편),유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2026년,03월,JAL,JL,일본항공,국제,일본,일본,NRT,도착,정기,화물,4 ,0 ,0 ,0 ,83248 ,0 ,0 ,0 
2026년,03월,JAL,JL,일본항공,국제,일본,일본,NRT,출발,정기,화물,25 ,0 ,0 ,0 ,835623 ,0 ,0 ,0 
2026년,03월,JDL,JG,장쑤징동화물항공사,국제,중국,중국,NKG,도착,정기,화물,13 ,0 ,0 ,0 ,238514 ,0 ,22 ,0 
2026년,03월,JDL,JG,장쑤징동화물항공사,국제,중국,중국,NKG,출발,정기,화물,12 ,0 ,0 ,0 ,57666 ,0 ,0 ,0 
2026년,03월,JDL,JG,장쑤징동화물항공사,국제,중국,중국,NKG,출발,부정기,화물,1 ,0 ,0 ,0 ,10511 ,0 ,0 ,0 
2026년,03월,JDL,JG,장쑤징동화물항공사,국제,중국,중국,WUX,도착,정기,화물,31 ,0 ,0 ,0 ,469146 ,0 ,0 ,0 
2026년,03월,JDL,JG,장쑤징동화물항공사,국제,중국,중국,WUX,출발,정기,화물,31 ,0 ,0 ,0 ,197818 ,0 ,0 ,0 
2026년,03월,JJA,7C,제주항공,국내,한국,한국,CJU,도착,부정기,여객,4 ,741 ,4 ,0 ,0 ,0 ,0 ,3988 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,CTS,도착,정기,여객,33 ,5748 ,10 ,113 ,0 ,0 ,0 ,69977 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,CTS,출발,정기,여객,33 ,4818 ,18 ,679 ,0 ,0 ,0 ,57545 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,FSZ,도착,정기,여객,61 ,10125 ,49 ,25 ,0 ,0 ,0 ,101165 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,FSZ,출발,정기,여객,62 ,10422 ,51 ,39 ,0 ,0 ,0 ,109831 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,FUK,도착,정기,여객,135 ,23711 ,181 ,348 ,0 ,0 ,0 ,235323 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,FUK,도착,부정기,여객,1 ,173 ,1 ,0 ,0 ,0 ,0 ,1784 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,FUK,출발,정기,여객,135 ,23261 ,179 ,621 ,0 ,0 ,0 ,206836 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,FUK,출발,부정기,여객,1 ,136 ,0 ,2 ,0 ,0 ,0 ,1244 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,HIJ,도착,정기,여객,62 ,10630 ,27 ,186 ,0 ,0 ,0 ,105044 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,HIJ,출발,정기,여객,62 ,10320 ,34 ,324 ,0 ,0 ,0 ,112582 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,HKD,도착,정기,여객,18 ,2973 ,7 ,17 ,0 ,0 ,0 ,32092 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,HKD,출발,정기,여객,18 ,2926 ,6 ,31 ,0 ,0 ,0 ,24556 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,KIX,도착,정기,여객,217 ,36631 ,122 ,606 ,19198 ,0 ,0 ,341347 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,KIX,출발,정기,여객,217 ,35978 ,133 ,1760 ,14913 ,2873 ,14880 ,345337 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,KOJ,도착,정기,여객,28 ,4451 ,13 ,17 ,0 ,0 ,0 ,55221 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,KOJ,출발,정기,여객,28 ,4022 ,15 ,53 ,0 ,0 ,0 ,42695 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,MYJ,도착,정기,여객,62 ,10477 ,51 ,81 ,0 ,0 ,0 ,106410 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,MYJ,출발,정기,여객,62 ,10416 ,55 ,125 ,0 ,0 ,0 ,88318 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,NGO,도착,정기,여객,62 ,10304 ,35 ,163 ,7136 ,0 ,0 ,112597 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,NGO,출발,정기,여객,62 ,9990 ,38 ,281 ,0 ,50 ,8888 ,111008 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,NRT,도착,정기,여객,171 ,29466 ,89 ,465 ,42995 ,0 ,0 ,301476 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,NRT,출발,정기,여객,171 ,29237 ,104 ,1390 ,59477 ,3722 ,3808 ,315095 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,OIT,도착,정기,여객,29 ,4993 ,65 ,7 ,0 ,0 ,0 ,59622 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,OIT,출발,정기,여객,29 ,5100 ,61 ,12 ,0 ,0 ,0 ,55626 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,OKA,도착,정기,여객,31 ,5366 ,139 ,25 ,0 ,0 ,0 ,59837 
2026년,03월,JJA,7C,제주항공,국제,일본,일본,OKA,출발,정기,여객,31 ,5134 ,119 ,36 ,0 ,0 ,0 ,49474 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,HRB,도착,정기,여객,13 ,1963 ,9 ,214 ,0 ,0 ,0 ,25695 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,HRB,출발,정기,여객,13 ,1454 ,3 ,20 ,0 ,0 ,0 ,15638 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,JMU,도착,정기,여객,4 ,663 ,5 ,0 ,0 ,0 ,0 ,8463 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,JMU,출발,정기,여객,4 ,503 ,5 ,1 ,0 ,0 ,0 ,6172 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,KWL,도착,정기,여객,12 ,1589 ,0 ,4 ,0 ,0 ,0 ,17712 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,KWL,출발,정기,여객,12 ,1892 ,0 ,1 ,0 ,0 ,0 ,18146 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,SJW,도착,정기,여객,1 ,168 ,0 ,1 ,0 ,0 ,0 ,1738 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,SJW,출발,정기,여객,1 ,112 ,0 ,0 ,0 ,0 ,0 ,1214 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,TAO,도착,정기,여객,31 ,4947 ,7 ,755 ,9777 ,0 ,11372 ,59357 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,TAO,출발,정기,여객,31 ,4885 ,4 ,151 ,23091 ,624 ,0 ,40551 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,WEH,도착,정기,여객,33 ,5295 ,19 ,514 ,48330 ,0 ,0 ,68634 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,WEH,출발,정기,여객,33 ,4961 ,10 ,123 ,12803 ,42161 ,0 ,50154 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,YNJ,도착,정기,여객,25 ,3496 ,6 ,88 ,0 ,0 ,12189 ,40988 
2026년,03월,JJA,7C,제주항공,국제,중국,중국,YNJ,출발,정기,여객,25 ,3358 ,9 ,87 ,0 ,0 ,0 ,35469 
2026년,03월,JJA,7C,제주항공,국제,동북아,대만,TPE,도착,정기,여객,31 ,5439 ,7 ,93 ,8401 ,0 ,0 ,60967 
2026년,03월,JJA,7C,제주항공,국제,동북아,대만,TPE,출발,정기,여객,31 ,5301 ,10 ,38 ,17231 ,179 ,0 ,46580 
2026년,03월,JJA,7C,제주항공,국제,동북아,마카오,MFM,도착,정기,여객,31 ,5488 ,49 ,31 ,13401 ,0 ,0 ,46675 
2026년,03월,JJA,7C,제주항공,국제,동북아,마카오,MFM,출발,정기,여객,31 ,5355 ,44 ,6 ,574 ,0 ,2127 ,42709 
2026년,03월,JJA,7C,제주항공,국제,동북아,홍콩,HKG,도착,정기,여객,30 ,5513 ,16 ,92 ,5774 ,0 ,4414 ,55607 
2026년,03월,JJA,7C,제주항공,국제,동북아,홍콩,HKG,출발,정기,여객,31 ,5440 ,14 ,33 ,1757 ,0 ,0 ,58473 
2026년,03월,JJA,7C,제주항공,국제,동북아,몽골,UBN,도착,정기,여객,14 ,2139 ,13 ,286 ,92 ,0 ,0 ,33350 
2026년,03월,JJA,7C,제주항공,국제,동북아,몽골,UBN,출발,정기,여객,14 ,1908 ,21 ,419 ,336 ,385 ,370 ,35019 
2026년,03월,JJA,7C,제주항공,국제,동남아,라오스,VTE,도착,정기,여객,31 ,5404 ,11 ,133 ,11369 ,0 ,0 ,66080 
2026년,03월,JJA,7C,제주항공,국제,동남아,라오스,VTE,출발,정기,여객,31 ,4492 ,10 ,142 ,1049 ,0 ,657 ,52402 
2026년,03월,JJA,7C,제주항공,국제,동남아,말레이시아,BKI,도착,정기,여객,19 ,3206 ,7 ,179 ,0 ,0 ,0 ,44726 
2026년,03월,JJA,7C,제주항공,국제,동남아,말레이시아,BKI,출발,정기,여객,18 ,2858 ,6 ,129 ,0 ,0 ,0 ,36981 
2026년,03월,JJA,7C,제주항공,국제,동남아,베트남,CXR,도착,정기,여객,31 ,5437 ,26 ,76 ,0 ,0 ,0 ,65184 
2026년,03월,JJA,7C,제주항공,국제,동남아,베트남,CXR,출발,정기,여객,31 ,5514 ,35 ,57 ,0 ,0 ,0 ,49364 
2026년,03월,JJA,7C,제주항공,국제,동남아,베트남,DAD,도착,정기,여객,50 ,8698 ,78 ,386 ,52371 ,0 ,0 ,104009 
2026년,03월,JJA,7C,제주항공,국제,동남아,베트남,DAD,출발,정기,여객,49 ,7812 ,65 ,182 ,3044 ,0 ,0 ,66773 
2026년,03월,JJA,7C,제주항공,국제,동남아,베트남,HAN,도착,정기,여객,20 ,3408 ,12 ,255 ,24114 ,0 ,0 ,48056 
2026년,03월,JJA,7C,제주항공,국제,동남아,베트남,HAN,출발,정기,여객,20 ,2907 ,8 ,236 ,6742 ,0 ,1619 ,34701 
2026년,03월,JJA,7C,제주항공,국제,동남아,베트남,PQC,도착,정기,여객,31 ,5376 ,40 ,193 ,0 ,0 ,0 ,66498 
2026년,03월,JJA,7C,제주항공,국제,동남아,베트남,PQC,출발,정기,여객,31 ,5124 ,41 ,116 ,0 ,0 ,0 ,50759 
2026년,03월,JJA,7C,제주항공,국제,동남아,싱가포르,SIN,도착,정기,여객,31 ,4780 ,12 ,262 ,0 ,0 ,0 ,55471 
2026년,03월,JJA,7C,제주항공,국제,동남아,싱가포르,SIN,출발,정기,여객,31 ,4076 ,12 ,181 ,23349 ,0 ,0 ,47388 
2026년,03월,JJA,7C,제주항공,국제,동남아,인도네시아,BTH,도착,정기,여객,9 ,1166 ,4 ,25 ,0 ,0 ,0 ,16376 
2026년,03월,JJA,7C,제주항공,국제,동남아,인도네시아,BTH,출발,정기,여객,8 ,806 ,1 ,8 ,968 ,0 ,0 ,11780 
2026년,03월,JJA,7C,제주항공,국제,동남아,인도네시아,DPS,도착,정기,여객,30 ,4440 ,22 ,457 ,0 ,0 ,0 ,64448 
2026년,03월,JJA,7C,제주항공,국제,동남아,인도네시아,DPS,출발,정기,여객,30 ,3488 ,12 ,115 ,5681 ,0 ,0 ,40793 
2026년,03월,JJA,7C,제주항공,국제,동남아,태국,BKK,도착,정기,여객,31 ,4656 ,15 ,1069 ,35766 ,0 ,0 ,68798 
2026년,03월,JJA,7C,제주항공,국제,동남아,태국,BKK,출발,정기,여객,31 ,5059 ,17 ,206 ,3978 ,0 ,0 ,67445 
2026년,03월,JJA,7C,제주항공,국제,동남아,태국,CNX,도착,정기,여객,19 ,3312 ,4 ,114 ,0 ,0 ,0 ,40459 
2026년,03월,JJA,7C,제주항공,국제,동남아,태국,CNX,출발,정기,여객,18 ,2636 ,7 ,78 ,0 ,0 ,0 ,27013 
2026년,03월,JJA,7C,제주항공,국제,동남아,필리핀,CEB,도착,정기,여객,30 ,5013 ,26 ,314 ,0 ,0 ,0 ,61995 
2026년,03월,JJA,7C,제주항공,국제,동남아,필리핀,CEB,출발,정기,여객,29 ,4698 ,24 ,201 ,7255 ,1936 ,0 ,52035 
2026년,03월,JJA,7C,제주항공,국제,동남아,필리핀,CRK,도착,정기,여객,31 ,5022 ,19 ,157 ,0 ,0 ,0 ,60935 
2026년,03월,JJA,7C,제주항공,국제,동남아,필리핀,CRK,출발,정기,여객,31 ,4652 ,22 ,125 ,7980 ,20613 ,0 ,67549 
2026년,03월,JJA,7C,제주항공,국제,동남아,필리핀,MNL,도착,정기,여객,31 ,4685 ,23 ,664 ,178 ,0 ,0 ,71802 
2026년,03월,JJA,7C,제주항공,국제,동남아,필리핀,MNL,출발,정기,여객,31 ,4416 ,32 ,377 ,11107 ,0 ,1646 ,70042 
2026년,03월,JJA,7C,제주항공,국제,동남아,필리핀,TAG,도착,정기,여객,33 ,5463 ,31 ,40 ,0 ,0 ,0 ,63833 
2026년,03월,JJA,7C,제주항공,국제,동남아,필리핀,TAG,출발,정기,여객,33 ,4802 ,32 ,11 ,0 ,0 ,0 ,50434 
2026년,03월,JJA,7C,제주항공,국제,대양주,사이판,SPN,도착,정기,여객,28 ,4126 ,67 ,134 ,0 ,0 ,0 ,56434 
2026년,03월,JJA,7C,제주항공,국제,대양주,사이판,SPN,출발,정기,여객,28 ,3585 ,60 ,86 ,10162 ,274 ,0 ,46776 
2026년,03월,JNA,LJ,진 에어,국내,한국,한국,CJU,도착,부정기,여객,1 ,188 ,0 ,0 ,0 ,0 ,0 ,877 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,CTS,도착,정기,여객,30 ,5765 ,20 ,214 ,0 ,0 ,0 ,69653 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,CTS,출발,정기,여객,30 ,4903 ,19 ,398 ,0 ,0 ,0 ,53081 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,FUK,도착,정기,여객,156 ,30630 ,250 ,125 ,0 ,0 ,0 ,311430 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,FUK,출발,정기,여객,156 ,30948 ,255 ,205 ,0 ,0 ,0 ,263416 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,ISG,도착,정기,여객,23 ,3321 ,50 ,3 ,0 ,0 ,0 ,36683 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,ISG,출발,정기,여객,23 ,3305 ,52 ,13 ,0 ,0 ,0 ,30650 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,KIX,도착,정기,여객,127 ,23454 ,92 ,152 ,17774 ,0 ,0 ,237817 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,KIX,출발,정기,여객,127 ,23406 ,92 ,417 ,34091 ,0 ,0 ,213935 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,KKJ,도착,정기,여객,31 ,5669 ,23 ,3 ,0 ,0 ,0 ,67715 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,KKJ,출발,정기,여객,31 ,5545 ,26 ,6 ,0 ,0 ,0 ,58338 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,NGO,도착,정기,여객,62 ,21246 ,60 ,75 ,6412 ,0 ,2 ,200613 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,NGO,출발,정기,여객,62 ,20846 ,65 ,494 ,26988 ,0 ,11912 ,211784 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,NRT,도착,정기,여객,123 ,31838 ,98 ,171 ,273285 ,0 ,0 ,301934 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,NRT,출발,정기,여객,123 ,32011 ,102 ,429 ,424416 ,0 ,15916 ,327065 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,OKA,도착,정기,여객,31 ,7885 ,299 ,132 ,0 ,0 ,0 ,87758 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,OKA,출발,정기,여객,31 ,7964 ,371 ,48 ,0 ,0 ,0 ,73003 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,SHI,도착,정기,여객,23 ,3149 ,65 ,1 ,0 ,0 ,0 ,38194 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,SHI,출발,정기,여객,23 ,3219 ,65 ,6 ,0 ,0 ,0 ,32630 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,TAK,도착,정기,여객,31 ,5642 ,18 ,11 ,0 ,0 ,0 ,57694 
2026년,03월,JNA,LJ,진 에어,국제,일본,일본,TAK,출발,정기,여객,31 ,5581 ,18 ,15 ,0 ,0 ,0 ,55010 
2026년,03월,JNA,LJ,진 에어,국제,중국,중국,TAO,도착,정기,여객,28 ,4928 ,11 ,21 ,21208 ,0 ,0 ,56868 
2026년,03월,JNA,LJ,진 에어,국제,중국,중국,TAO,출발,정기,여객,28 ,4302 ,4 ,149 ,98 ,0 ,0 ,43921 
2026년,03월,JNA,LJ,진 에어,국제,동북아,대만,RMQ,도착,정기,여객,62 ,10996 ,57 ,56 ,0 ,0 ,0 ,117056 
2026년,03월,JNA,LJ,진 에어,국제,동북아,대만,RMQ,출발,정기,여객,62 ,10699 ,47 ,43 ,0 ,0 ,0 ,121621 
2026년,03월,JNA,LJ,진 에어,국제,동북아,대만,TPE,도착,정기,여객,30 ,11110 ,30 ,234 ,156108 ,0 ,0 ,123600 
2026년,03월,JNA,LJ,진 에어,국제,동북아,대만,TPE,출발,정기,여객,31 ,11215 ,23 ,59 ,254031 ,0 ,5641 ,96859 
2026년,03월,JNA,LJ,진 에어,국제,동남아,말레이시아,BKI,도착,정기,여객,4 ,659 ,3 ,22 ,0 ,0 ,0 ,7879 
2026년,03월,JNA,LJ,진 에어,국제,동남아,말레이시아,BKI,출발,정기,여객,3 ,339 ,1 ,2 ,1194 ,0 ,0 ,4322 
2026년,03월,JNA,LJ,진 에어,국제,동남아,베트남,CXR,도착,정기,여객,34 ,6081 ,45 ,33 ,0 ,0 ,0 ,74485 
2026년,03월,JNA,LJ,진 에어,국제,동남아,베트남,CXR,출발,정기,여객,33 ,5586 ,48 ,45 ,0 ,0 ,0 ,55270 
2026년,03월,JNA,LJ,진 에어,국제,동남아,베트남,DAD,도착,정기,여객,30 ,5470 ,48 ,26 ,55821 ,0 ,0 ,65145 
2026년,03월,JNA,LJ,진 에어,국제,동남아,베트남,DAD,출발,정기,여객,31 ,5370 ,42 ,56 ,810 ,0 ,0 ,47215 
2026년,03월,JNA,LJ,진 에어,국제,동남아,베트남,PQC,도착,정기,여객,31 ,6096 ,72 ,184 ,0 ,0 ,0 ,77841 
2026년,03월,JNA,LJ,진 에어,국제,동남아,베트남,PQC,출발,정기,여객,31 ,5457 ,79 ,80 ,0 ,0 ,0 ,57105 
2026년,03월,JNA,LJ,진 에어,국제,동남아,태국,BKK,도착,정기,여객,30 ,4865 ,19 ,720 ,22484 ,0 ,0 ,71986 
2026년,03월,JNA,LJ,진 에어,국제,동남아,태국,BKK,출발,정기,여객,29 ,4649 ,17 ,143 ,6678 ,0 ,4737 ,53365 
2026년,03월,JNA,LJ,진 에어,국제,동남아,태국,CNX,도착,정기,여객,3 ,536 ,0 ,8 ,0 ,0 ,0 ,6670 
2026년,03월,JNA,LJ,진 에어,국제,동남아,태국,CNX,출발,정기,여객,2 ,112 ,1 ,2 ,0 ,0 ,0 ,1362 
2026년,03월,JNA,LJ,진 에어,국제,동남아,태국,HKT,도착,정기,여객,3 ,530 ,2 ,28 ,0 ,0 ,0 ,6659 
2026년,03월,JNA,LJ,진 에어,국제,동남아,태국,HKT,출발,정기,여객,2 ,91 ,0 ,4 ,0 ,0 ,0 ,992 
2026년,03월,JNA,LJ,진 에어,국제,동남아,필리핀,CEB,도착,정기,여객,3 ,548 ,3 ,2 ,0 ,0 ,0 ,5995 
2026년,03월,JNA,LJ,진 에어,국제,동남아,필리핀,CEB,출발,정기,여객,2 ,170 ,1 ,1 ,0 ,0 ,0 ,1757 
2026년,03월,JNA,LJ,진 에어,국제,동남아,필리핀,CRK,도착,정기,여객,31 ,5454 ,15 ,195 ,642 ,0 ,0 ,74953 
2026년,03월,JNA,LJ,진 에어,국제,동남아,필리핀,CRK,출발,정기,여객,31 ,5100 ,12 ,255 ,5147 ,0 ,2 ,77774 
2026년,03월,JNA,LJ,진 에어,국제,동남아,필리핀,TAG,도착,정기,여객,34 ,6046 ,28 ,13 ,0 ,0 ,0 ,68999 
2026년,03월,JNA,LJ,진 에어,국제,동남아,필리핀,TAG,출발,정기,여객,33 ,5111 ,25 ,10 ,0 ,0 ,0 ,54210 
2026년,03월,JNA,LJ,진 에어,국제,대양주,괌,GUM,도착,정기,여객,33 ,8473 ,103 ,460 ,0 ,0 ,0 ,110542 
2026년,03월,JNA,LJ,진 에어,국제,대양주,괌,GUM,출발,정기,여객,34 ,7101 ,91 ,464 ,0 ,0 ,0 ,114442 
2026년,03월,JST,JQ,젯스타,국제,대양주,호주,BNE,도착,정기,여객,14 ,4479 ,46 ,20 ,26639 ,0 ,1769 ,66379 
2026년,03월,JST,JQ,젯스타,국제,대양주,호주,BNE,출발,정기,여객,14 ,3991 ,25 ,57 ,102533 ,0 ,8755 ,82686 
2026년,03월,JST,JQ,젯스타,국제,대양주,호주,SYD,도착,정기,여객,31 ,9881 ,49 ,109 ,43561 ,0 ,5029 ,147240 
2026년,03월,JST,JQ,젯스타,국제,대양주,호주,SYD,출발,정기,여객,31 ,7208 ,30 ,96 ,173968 ,0 ,15029 ,121895 
2026년,03월,KAL,KE,대한항공,국내,한국,한국,PUS,도착,정기,여객,154 ,16639 ,69 ,0 ,0 ,0 ,0 ,342273 
2026년,03월,KAL,KE,대한항공,국내,한국,한국,PUS,출발,정기,여객,155 ,17733 ,82 ,0 ,0 ,0 ,0 ,358154 
2026년,03월,KAL,KE,대한항공,국내,한국,한국,TAE,도착,정기,여객,31 ,1873 ,10 ,0 ,0 ,0 ,0 ,38310 
2026년,03월,KAL,KE,대한항공,국내,한국,한국,TAE,출발,정기,여객,31 ,2078 ,16 ,0 ,0 ,0 ,0 ,42960 
2026년,03월,KAL,KE,대한항공,국제,한국,한국,CJU,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,AOJ,도착,정기,여객,14 ,1557 ,4 ,389 ,0 ,0 ,0 ,22412 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,AOJ,도착,부정기,여객,1 ,164 ,0 ,9 ,0 ,0 ,0 ,2010 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,AOJ,출발,정기,여객,14 ,1686 ,6 ,153 ,40 ,0 ,0 ,21139 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,CTS,도착,정기,여객,62 ,9765 ,51 ,4086 ,2244 ,29288 ,0 ,224192 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,CTS,출발,정기,여객,62 ,9639 ,64 ,3318 ,6125 ,25765 ,0 ,180181 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,FUK,도착,정기,여객,93 ,18792 ,249 ,3344 ,81109 ,264609 ,10038 ,289957 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,FUK,도착,부정기,여객,27 ,4214 ,69 ,115 ,15 ,0 ,0 ,55485 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,FUK,출발,정기,여객,93 ,18780 ,270 ,4218 ,118826 ,363443 ,21831 ,272156 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,FUK,출발,부정기,여객,27 ,3738 ,51 ,636 ,0 ,0 ,0 ,47164 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,HND,도착,정기,여객,31 ,5874 ,10 ,2210 ,23230 ,0 ,0 ,97458 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,HND,출발,정기,여객,31 ,5745 ,21 ,2651 ,98112 ,16038 ,87009 ,116494 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KIJ,도착,정기,여객,13 ,1361 ,8 ,533 ,5 ,0 ,0 ,22385 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KIJ,출발,정기,여객,13 ,1558 ,5 ,310 ,248 ,0 ,0 ,23505 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KIX,도착,정기,화물,21 ,0 ,0 ,0 ,555076 ,859252 ,0 ,0 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KIX,도착,정기,여객,123 ,20536 ,149 ,7038 ,218530 ,151498 ,17600 ,367231 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KIX,도착,부정기,여객,10 ,1090 ,0 ,410 ,0 ,0 ,0 ,16856 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KIX,출발,정기,화물,21 ,0 ,0 ,0 ,605011 ,726795 ,109942 ,0 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KIX,출발,정기,여객,124 ,20254 ,169 ,8383 ,279503 ,312053 ,68003 ,362143 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KIX,출발,부정기,여객,10 ,1288 ,3 ,472 ,0 ,0 ,0 ,22222 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KKJ,도착,정기,화물,4 ,0 ,0 ,0 ,65156 ,317652 ,0 ,0 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KKJ,출발,정기,화물,4 ,0 ,0 ,0 ,16593 ,10712 ,0 ,0 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KMJ,도착,정기,여객,31 ,4286 ,18 ,89 ,65 ,0 ,0 ,78084 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KMJ,출발,정기,여객,31 ,4308 ,22 ,108 ,0 ,0 ,0 ,68937 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KMQ,도착,정기,여객,15 ,1748 ,12 ,607 ,0 ,0 ,0 ,23355 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KMQ,출발,정기,여객,15 ,2179 ,19 ,200 ,303 ,0 ,0 ,28017 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KOJ,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KOJ,도착,정기,여객,31 ,6434 ,18 ,387 ,701 ,0 ,0 ,124800 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,KOJ,출발,정기,여객,31 ,6523 ,23 ,241 ,483 ,0 ,0 ,114273 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,NGO,도착,정기,여객,62 ,7379 ,43 ,3471 ,36195 ,56499 ,12390 ,121142 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,NGO,출발,정기,여객,62 ,8638 ,51 ,2928 ,19664 ,126933 ,15370 ,157027 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,NGS,도착,정기,여객,17 ,2214 ,9 ,173 ,0 ,0 ,0 ,37321 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,NGS,출발,정기,여객,17 ,2354 ,10 ,99 ,0 ,0 ,0 ,37394 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,NRT,도착,정기,화물,26 ,0 ,0 ,0 ,991200 ,1108119 ,3158 ,0 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,NRT,도착,정기,여객,125 ,23554 ,121 ,5815 ,210459 ,238831 ,18275 ,394968 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,NRT,도착,부정기,화물,15 ,0 ,0 ,0 ,251554 ,684819 ,440 ,0 
2026년,03월,KAL,KE,대한항공,국제,일본,일본,NRT,도착,부정기,여객,28 ,3720 ,10 ,308 ,8 ,0 ,0 ,56563 
